Data		Hora       Temp_atual	Temp_med	Temp_min	Temp_max      Umi_atual     Umi_med     Umi_min     Umi_max
03/10/2024	14:12:43    130.00 °C	 37.08 °C	-1.25 °C	 130.00 °C     100.00 RH      58.09 RH    40.76 RH    100.00 RH   
03/10/2024	14:12:48    130.00 °C	 37.08 °C	-1.25 °C	 130.00 °C     100.00 RH      58.09 RH    40.76 RH    100.00 RH   
03/10/2024	14:12:53    130.00 °C	 37.09 °C	-1.25 °C	 130.00 °C     100.00 RH      58.10 RH    40.76 RH    100.00 RH   
03/10/2024	14:12:58    130.00 °C	 37.09 °C	-1.25 °C	 130.00 °C     100.00 RH      58.10 RH    40.76 RH    100.00 RH   
03/10/2024	14:13:03    -1.25 °C	 37.09 °C	-1.25 °C	 130.00 °C     100.00 RH      58.10 RH    40.76 RH    100.00 RH   
03/10/2024	14:13:08    130.00 °C	 37.10 °C	-1.25 °C	 130.00 °C     100.00 RH      58.11 RH    40.76 RH    100.00 RH   
03/10/2024	14:13:13    130.00 °C	 37.10 °C	-1.25 °C	 130.00 °C     100.00 RH      58.11 RH    40.76 RH    100.00 RH   
03/10/2024	14:13:18    130.00 °C	 37.11 °C	-1.25 °C	 130.00 °C     100.00 RH      58.11 RH    40.76 RH    100.00 RH   
03/10/2024	14:13:23    130.00 °C	 37.11 °C	-1.25 °C	 130.00 °C     100.00 RH      58.11 RH    40.76 RH    100.00 RH   
03/10/2024	14:13:28    130.00 °C	 37.12 °C	-1.25 °C	 130.00 °C     100.00 RH      58.12 RH    40.76 RH    100.00 RH   
03/10/2024	14:13:33    130.00 °C	 37.12 °C	-1.25 °C	 130.00 °C     100.00 RH      58.12 RH    40.76 RH    100.00 RH   
03/10/2024	14:13:38    42.50 °C	 37.12 °C	-1.25 °C	 130.00 °C     100.00 RH      58.12 RH    40.76 RH    100.00 RH   
03/10/2024	14:13:43    130.00 °C	 37.13 °C	-1.25 °C	 130.00 °C     100.00 RH      58.12 RH    40.76 RH    100.00 RH   
03/10/2024	14:13:48    130.00 °C	 37.14 °C	-1.25 °C	 130.00 °C     100.00 RH      58.13 RH    40.76 RH    100.00 RH   
03/10/2024	14:13:53    130.00 °C	 37.14 °C	-1.25 °C	 130.00 °C     100.00 RH      58.13 RH    40.76 RH    100.00 RH   
03/10/2024	14:13:58    130.00 °C	 37.15 °C	-1.25 °C	 130.00 °C     100.00 RH      58.13 RH    40.76 RH    100.00 RH   
03/10/2024	14:14:03    -1.25 °C	 37.14 °C	-1.25 °C	 130.00 °C     100.00 RH      58.13 RH    40.76 RH    100.00 RH   
03/10/2024	14:14:08    130.00 °C	 37.15 °C	-1.25 °C	 130.00 °C     100.00 RH      58.14 RH    40.76 RH    100.00 RH   
03/10/2024	14:14:13    130.00 °C	 37.16 °C	-1.25 °C	 130.00 °C     100.00 RH      58.14 RH    40.76 RH    100.00 RH   
03/10/2024	14:14:18    130.00 °C	 37.16 °C	-1.25 °C	 130.00 °C     100.00 RH      58.14 RH    40.76 RH    100.00 RH   
03/10/2024	14:14:23    42.50 °C	 37.16 °C	-1.25 °C	 130.00 °C     100.00 RH      58.14 RH    40.76 RH    100.00 RH   
03/10/2024	14:14:28    130.00 °C	 37.17 °C	-1.25 °C	 130.00 °C     100.00 RH      58.15 RH    40.76 RH    100.00 RH   
03/10/2024	14:14:33    130.00 °C	 37.17 °C	-1.25 °C	 130.00 °C     100.00 RH      58.15 RH    40.76 RH    100.00 RH   
03/10/2024	14:14:38    130.00 °C	 37.18 °C	-1.25 °C	 130.00 °C     100.00 RH      58.15 RH    40.76 RH    100.00 RH   
03/10/2024	14:14:43    130.00 °C	 37.18 °C	-1.25 °C	 130.00 °C     100.00 RH      58.15 RH    40.76 RH    100.00 RH   
03/10/2024	14:14:48    130.00 °C	 37.19 °C	-1.25 °C	 130.00 °C     100.00 RH      58.16 RH    40.76 RH    100.00 RH   
03/10/2024	14:14:53    130.00 °C	 37.19 °C	-1.25 °C	 130.00 °C     100.00 RH      58.16 RH    40.76 RH    100.00 RH   
03/10/2024	14:14:58    130.00 °C	 37.20 °C	-1.25 °C	 130.00 °C     100.00 RH      58.16 RH    40.76 RH    100.00 RH   
03/10/2024	14:15:03    130.00 °C	 37.21 °C	-1.25 °C	 130.00 °C     100.00 RH      58.16 RH    40.76 RH    100.00 RH   
03/10/2024	14:15:08    130.00 °C	 37.21 °C	-1.25 °C	 130.00 °C     100.00 RH      58.17 RH    40.76 RH    100.00 RH   
03/10/2024	14:15:13    130.00 °C	 37.22 °C	-1.25 °C	 130.00 °C     100.00 RH      58.17 RH    40.76 RH    100.00 RH   
03/10/2024	14:15:18    130.00 °C	 37.22 °C	-1.25 °C	 130.00 °C     100.00 RH      58.17 RH    40.76 RH    100.00 RH   
03/10/2024	14:15:23    130.00 °C	 37.23 °C	-1.25 °C	 130.00 °C     100.00 RH      58.17 RH    40.76 RH    100.00 RH   
03/10/2024	14:15:28    130.00 °C	 37.23 °C	-1.25 °C	 130.00 °C     100.00 RH      58.18 RH    40.76 RH    100.00 RH   
03/10/2024	14:15:33    130.00 °C	 37.24 °C	-1.25 °C	 130.00 °C     100.00 RH      58.18 RH    40.76 RH    100.00 RH   
03/10/2024	14:15:38    42.50 °C	 37.24 °C	-1.25 °C	 130.00 °C     100.00 RH      58.18 RH    40.76 RH    100.00 RH   
03/10/2024	14:15:43    130.00 °C	 37.25 °C	-1.25 °C	 130.00 °C     100.00 RH      58.18 RH    40.76 RH    100.00 RH   
03/10/2024	14:15:48    130.00 °C	 37.25 °C	-1.25 °C	 130.00 °C     100.00 RH      58.19 RH    40.76 RH    100.00 RH   
03/10/2024	14:15:53    130.00 °C	 37.26 °C	-1.25 °C	 130.00 °C     100.00 RH      58.19 RH    40.76 RH    100.00 RH   
03/10/2024	14:15:58    130.00 °C	 37.26 °C	-1.25 °C	 130.00 °C     100.00 RH      58.19 RH    40.76 RH    100.00 RH   
03/10/2024	14:16:03    130.00 °C	 37.27 °C	-1.25 °C	 130.00 °C     100.00 RH      58.19 RH    40.76 RH    100.00 RH   
03/10/2024	14:16:08    130.00 °C	 37.27 °C	-1.25 °C	 130.00 °C     100.00 RH      58.20 RH    40.76 RH    100.00 RH   
03/10/2024	14:16:13    130.00 °C	 37.28 °C	-1.25 °C	 130.00 °C     100.00 RH      58.20 RH    40.76 RH    100.00 RH   
03/10/2024	14:16:18    130.00 °C	 37.28 °C	-1.25 °C	 130.00 °C     100.00 RH      58.20 RH    40.76 RH    100.00 RH   
03/10/2024	14:16:23    130.00 °C	 37.29 °C	-1.25 °C	 130.00 °C     100.00 RH      58.20 RH    40.76 RH    100.00 RH   
03/10/2024	14:16:28    130.00 °C	 37.30 °C	-1.25 °C	 130.00 °C     100.00 RH      58.21 RH    40.76 RH    100.00 RH   
03/10/2024	14:16:33    130.00 °C	 37.30 °C	-1.25 °C	 130.00 °C     100.00 RH      58.21 RH    40.76 RH    100.00 RH   
03/10/2024	14:16:38    130.00 °C	 37.31 °C	-1.25 °C	 130.00 °C     100.00 RH      58.21 RH    40.76 RH    100.00 RH   
03/10/2024	14:16:43    130.00 °C	 37.31 °C	-1.25 °C	 130.00 °C     100.00 RH      58.21 RH    40.76 RH    100.00 RH   
03/10/2024	14:16:48    -1.25 °C	 37.31 °C	-1.25 °C	 130.00 °C     100.00 RH      58.22 RH    40.76 RH    100.00 RH   
03/10/2024	14:16:53    130.00 °C	 37.32 °C	-1.25 °C	 130.00 °C     100.00 RH      58.22 RH    40.76 RH    100.00 RH   
03/10/2024	14:16:58    -1.25 °C	 37.31 °C	-1.25 °C	 130.00 °C     100.00 RH      58.22 RH    40.76 RH    100.00 RH   
03/10/2024	14:17:03    130.00 °C	 37.32 °C	-1.25 °C	 130.00 °C     100.00 RH      58.22 RH    40.76 RH    100.00 RH   
03/10/2024	14:17:08    130.00 °C	 37.32 °C	-1.25 °C	 130.00 °C     100.00 RH      58.23 RH    40.76 RH    100.00 RH   
03/10/2024	14:17:13    130.00 °C	 37.33 °C	-1.25 °C	 130.00 °C     100.00 RH      58.23 RH    40.76 RH    100.00 RH   
03/10/2024	14:17:18    130.00 °C	 37.34 °C	-1.25 °C	 130.00 °C     100.00 RH      58.23 RH    40.76 RH    100.00 RH   
03/10/2024	14:17:23    130.00 °C	 37.34 °C	-1.25 °C	 130.00 °C     100.00 RH      58.23 RH    40.76 RH    100.00 RH   
03/10/2024	14:17:28    130.00 °C	 37.35 °C	-1.25 °C	 130.00 °C     100.00 RH      58.24 RH    40.76 RH    100.00 RH   
03/10/2024	14:17:33    130.00 °C	 37.35 °C	-1.25 °C	 130.00 °C     100.00 RH      58.24 RH    40.76 RH    100.00 RH   
03/10/2024	14:17:38    130.00 °C	 37.36 °C	-1.25 °C	 130.00 °C     100.00 RH      58.24 RH    40.76 RH    100.00 RH   
03/10/2024	14:17:43    130.00 °C	 37.36 °C	-1.25 °C	 130.00 °C     100.00 RH      58.24 RH    40.76 RH    100.00 RH   
03/10/2024	14:17:48    130.00 °C	 37.37 °C	-1.25 °C	 130.00 °C     100.00 RH      58.25 RH    40.76 RH    100.00 RH   
03/10/2024	14:17:53    130.00 °C	 37.37 °C	-1.25 °C	 130.00 °C     100.00 RH      58.25 RH    40.76 RH    100.00 RH   
03/10/2024	14:17:58    130.00 °C	 37.38 °C	-1.25 °C	 130.00 °C     100.00 RH      58.25 RH    40.76 RH    100.00 RH   
03/10/2024	14:18:03    130.00 °C	 37.38 °C	-1.25 °C	 130.00 °C     100.00 RH      58.25 RH    40.76 RH    100.00 RH   
03/10/2024	14:18:08    130.00 °C	 37.39 °C	-1.25 °C	 130.00 °C     100.00 RH      58.26 RH    40.76 RH    100.00 RH   
03/10/2024	14:18:13    130.00 °C	 37.40 °C	-1.25 °C	 130.00 °C     100.00 RH      58.26 RH    40.76 RH    100.00 RH   
03/10/2024	14:18:18    130.00 °C	 37.40 °C	-1.25 °C	 130.00 °C     100.00 RH      58.26 RH    40.76 RH    100.00 RH   
03/10/2024	14:18:23    130.00 °C	 37.41 °C	-1.25 °C	 130.00 °C     100.00 RH      58.26 RH    40.76 RH    100.00 RH   
03/10/2024	14:18:28    130.00 °C	 37.41 °C	-1.25 °C	 130.00 °C     100.00 RH      58.27 RH    40.76 RH    100.00 RH   
03/10/2024	14:18:33    130.00 °C	 37.42 °C	-1.25 °C	 130.00 °C     100.00 RH      58.27 RH    40.76 RH    100.00 RH   
03/10/2024	14:18:38    130.00 °C	 37.42 °C	-1.25 °C	 130.00 °C     100.00 RH      58.27 RH    40.76 RH    100.00 RH   
03/10/2024	14:18:43    130.00 °C	 37.43 °C	-1.25 °C	 130.00 °C     100.00 RH      58.27 RH    40.76 RH    100.00 RH   
03/10/2024	14:18:48    130.00 °C	 37.43 °C	-1.25 °C	 130.00 °C     100.00 RH      58.28 RH    40.76 RH    100.00 RH   
03/10/2024	14:18:53    130.00 °C	 37.44 °C	-1.25 °C	 130.00 °C     100.00 RH      58.28 RH    40.76 RH    100.00 RH   
03/10/2024	14:18:58    130.00 °C	 37.45 °C	-1.25 °C	 130.00 °C     100.00 RH      58.28 RH    40.76 RH    100.00 RH   
03/10/2024	14:19:03    130.00 °C	 37.45 °C	-1.25 °C	 130.00 °C     100.00 RH      58.28 RH    40.76 RH    100.00 RH   
03/10/2024	14:19:08    -1.25 °C	 37.45 °C	-1.25 °C	 130.00 °C     100.00 RH      58.29 RH    40.76 RH    100.00 RH   
03/10/2024	14:19:13    130.00 °C	 37.45 °C	-1.25 °C	 130.00 °C     100.00 RH      58.29 RH    40.76 RH    100.00 RH   
03/10/2024	14:19:18    130.00 °C	 37.46 °C	-1.25 °C	 130.00 °C     100.00 RH      58.29 RH    40.76 RH    100.00 RH   
03/10/2024	14:19:23    130.00 °C	 37.47 °C	-1.25 °C	 130.00 °C     100.00 RH      58.29 RH    40.76 RH    100.00 RH   
03/10/2024	14:19:28    130.00 °C	 37.47 °C	-1.25 °C	 130.00 °C     100.00 RH      58.30 RH    40.76 RH    100.00 RH   
03/10/2024	14:19:33    130.00 °C	 37.48 °C	-1.25 °C	 130.00 °C     100.00 RH      58.30 RH    40.76 RH    100.00 RH   
03/10/2024	14:19:38    130.00 °C	 37.48 °C	-1.25 °C	 130.00 °C     100.00 RH      58.30 RH    40.76 RH    100.00 RH   
03/10/2024	14:19:43    130.00 °C	 37.49 °C	-1.25 °C	 130.00 °C     100.00 RH      58.30 RH    40.76 RH    100.00 RH   
03/10/2024	14:19:48    130.00 °C	 37.49 °C	-1.25 °C	 130.00 °C     100.00 RH      58.31 RH    40.76 RH    100.00 RH   
03/10/2024	14:19:53    -1.25 °C	 37.49 °C	-1.25 °C	 130.00 °C     100.00 RH      58.31 RH    40.76 RH    100.00 RH   
03/10/2024	14:19:58    130.00 °C	 37.50 °C	-1.25 °C	 130.00 °C     100.00 RH      58.31 RH    40.76 RH    100.00 RH   
03/10/2024	14:20:03    130.00 °C	 37.50 °C	-1.25 °C	 130.00 °C     100.00 RH      58.31 RH    40.76 RH    100.00 RH   
03/10/2024	14:20:08    130.00 °C	 37.51 °C	-1.25 °C	 130.00 °C     100.00 RH      58.32 RH    40.76 RH    100.00 RH   
03/10/2024	14:20:13    130.00 °C	 37.51 °C	-1.25 °C	 130.00 °C     100.00 RH      58.32 RH    40.76 RH    100.00 RH   
03/10/2024	14:20:18    42.50 °C	 37.51 °C	-1.25 °C	 130.00 °C     100.00 RH      58.32 RH    40.76 RH    100.00 RH   
03/10/2024	14:20:23    130.00 °C	 37.52 °C	-1.25 °C	 130.00 °C     100.00 RH      58.32 RH    40.76 RH    100.00 RH   
03/10/2024	14:20:28    130.00 °C	 37.52 °C	-1.25 °C	 130.00 °C     100.00 RH      58.33 RH    40.76 RH    100.00 RH   
03/10/2024	14:20:33    130.00 °C	 37.53 °C	-1.25 °C	 130.00 °C     100.00 RH      58.33 RH    40.76 RH    100.00 RH   
03/10/2024	14:20:38    130.00 °C	 37.54 °C	-1.25 °C	 130.00 °C     100.00 RH      58.33 RH    40.76 RH    100.00 RH   
03/10/2024	14:20:43    130.00 °C	 37.54 °C	-1.25 °C	 130.00 °C     100.00 RH      58.33 RH    40.76 RH    100.00 RH   
03/10/2024	14:20:48    42.50 °C	 37.54 °C	-1.25 °C	 130.00 °C     100.00 RH      58.34 RH    40.76 RH    100.00 RH   
03/10/2024	14:20:53    130.00 °C	 37.55 °C	-1.25 °C	 130.00 °C     100.00 RH      58.34 RH    40.76 RH    100.00 RH   
03/10/2024	14:20:58    130.00 °C	 37.55 °C	-1.25 °C	 130.00 °C     100.00 RH      58.34 RH    40.76 RH    100.00 RH   
03/10/2024	14:21:03    130.00 °C	 37.56 °C	-1.25 °C	 130.00 °C     100.00 RH      58.34 RH    40.76 RH    100.00 RH   
03/10/2024	14:21:09    130.00 °C	 37.56 °C	-1.25 °C	 130.00 °C     100.00 RH      58.35 RH    40.76 RH    100.00 RH   
03/10/2024	14:21:14    130.00 °C	 37.57 °C	-1.25 °C	 130.00 °C     100.00 RH      58.35 RH    40.76 RH    100.00 RH   
03/10/2024	14:21:19    130.00 °C	 37.57 °C	-1.25 °C	 130.00 °C     100.00 RH      58.35 RH    40.76 RH    100.00 RH   
03/10/2024	14:21:24    130.00 °C	 37.58 °C	-1.25 °C	 130.00 °C     100.00 RH      58.35 RH    40.76 RH    100.00 RH   
03/10/2024	14:21:29    130.00 °C	 37.59 °C	-1.25 °C	 130.00 °C     100.00 RH      58.36 RH    40.76 RH    100.00 RH   
03/10/2024	14:21:34    130.00 °C	 37.59 °C	-1.25 °C	 130.00 °C     100.00 RH      58.36 RH    40.76 RH    100.00 RH   
03/10/2024	14:21:39    130.00 °C	 37.60 °C	-1.25 °C	 130.00 °C     100.00 RH      58.36 RH    40.76 RH    100.00 RH   
03/10/2024	14:21:44    130.00 °C	 37.60 °C	-1.25 °C	 130.00 °C     100.00 RH      58.36 RH    40.76 RH    100.00 RH   
03/10/2024	14:21:49    130.00 °C	 37.61 °C	-1.25 °C	 130.00 °C     100.00 RH      58.37 RH    40.76 RH    100.00 RH   
03/10/2024	14:21:54    130.00 °C	 37.61 °C	-1.25 °C	 130.00 °C     100.00 RH      58.37 RH    40.76 RH    100.00 RH   
03/10/2024	14:21:59    130.00 °C	 37.62 °C	-1.25 °C	 130.00 °C     100.00 RH      58.37 RH    40.76 RH    100.00 RH   
03/10/2024	14:22:04    130.00 °C	 37.62 °C	-1.25 °C	 130.00 °C     100.00 RH      58.37 RH    40.76 RH    100.00 RH   
03/10/2024	14:22:09    130.00 °C	 37.63 °C	-1.25 °C	 130.00 °C     100.00 RH      58.38 RH    40.76 RH    100.00 RH   
03/10/2024	14:22:14    130.00 °C	 37.64 °C	-1.25 °C	 130.00 °C     100.00 RH      58.38 RH    40.76 RH    100.00 RH   
03/10/2024	14:22:19    42.50 °C	 37.64 °C	-1.25 °C	 130.00 °C     100.00 RH      58.38 RH    40.76 RH    100.00 RH   
03/10/2024	14:22:24    130.00 °C	 37.64 °C	-1.25 °C	 130.00 °C     100.00 RH      58.38 RH    40.76 RH    100.00 RH   
03/10/2024	14:22:29    130.00 °C	 37.65 °C	-1.25 °C	 130.00 °C     100.00 RH      58.39 RH    40.76 RH    100.00 RH   
03/10/2024	14:22:34    130.00 °C	 37.65 °C	-1.25 °C	 130.00 °C     100.00 RH      58.39 RH    40.76 RH    100.00 RH   
03/10/2024	14:22:39    130.00 °C	 37.66 °C	-1.25 °C	 130.00 °C     100.00 RH      58.39 RH    40.76 RH    100.00 RH   
03/10/2024	14:22:44    130.00 °C	 37.66 °C	-1.25 °C	 130.00 °C     100.00 RH      58.39 RH    40.76 RH    100.00 RH   
03/10/2024	14:22:49    130.00 °C	 37.67 °C	-1.25 °C	 130.00 °C     100.00 RH      58.40 RH    40.76 RH    100.00 RH   
03/10/2024	14:22:54    130.00 °C	 37.67 °C	-1.25 °C	 130.00 °C     100.00 RH      58.40 RH    40.76 RH    100.00 RH   
03/10/2024	14:22:59    130.00 °C	 37.68 °C	-1.25 °C	 130.00 °C     100.00 RH      58.40 RH    40.76 RH    100.00 RH   
03/10/2024	14:23:04    130.00 °C	 37.69 °C	-1.25 °C	 130.00 °C     100.00 RH      58.40 RH    40.76 RH    100.00 RH   
03/10/2024	14:23:09    130.00 °C	 37.69 °C	-1.25 °C	 130.00 °C     100.00 RH      58.40 RH    40.76 RH    100.00 RH   
03/10/2024	14:23:14    130.00 °C	 37.70 °C	-1.25 °C	 130.00 °C     100.00 RH      58.41 RH    40.76 RH    100.00 RH   
03/10/2024	14:23:19    130.00 °C	 37.70 °C	-1.25 °C	 130.00 °C     100.00 RH      58.41 RH    40.76 RH    100.00 RH   
03/10/2024	14:23:24    130.00 °C	 37.71 °C	-1.25 °C	 130.00 °C     100.00 RH      58.41 RH    40.76 RH    100.00 RH   
03/10/2024	14:23:29    130.00 °C	 37.71 °C	-1.25 °C	 130.00 °C     100.00 RH      58.41 RH    40.76 RH    100.00 RH   
03/10/2024	14:23:34    130.00 °C	 37.72 °C	-1.25 °C	 130.00 °C     100.00 RH      58.42 RH    40.76 RH    100.00 RH   
03/10/2024	14:23:39    130.00 °C	 37.72 °C	-1.25 °C	 130.00 °C     100.00 RH      58.42 RH    40.76 RH    100.00 RH   
03/10/2024	14:23:44    130.00 °C	 37.73 °C	-1.25 °C	 130.00 °C     100.00 RH      58.42 RH    40.76 RH    100.00 RH   
03/10/2024	14:23:49    130.00 °C	 37.73 °C	-1.25 °C	 130.00 °C     100.00 RH      58.42 RH    40.76 RH    100.00 RH   
03/10/2024	14:23:54    130.00 °C	 37.74 °C	-1.25 °C	 130.00 °C     100.00 RH      58.43 RH    40.76 RH    100.00 RH   
03/10/2024	14:23:59    130.00 °C	 37.75 °C	-1.25 °C	 130.00 °C     100.00 RH      58.43 RH    40.76 RH    100.00 RH   
03/10/2024	14:24:04    130.00 °C	 37.75 °C	-1.25 °C	 130.00 °C     100.00 RH      58.43 RH    40.76 RH    100.00 RH   
03/10/2024	14:24:09    130.00 °C	 37.76 °C	-1.25 °C	 130.00 °C     100.00 RH      58.43 RH    40.76 RH    100.00 RH   
03/10/2024	14:24:14    42.50 °C	 37.76 °C	-1.25 °C	 130.00 °C     100.00 RH      58.44 RH    40.76 RH    100.00 RH   
03/10/2024	14:24:19    130.00 °C	 37.76 °C	-1.25 °C	 130.00 °C     100.00 RH      58.44 RH    40.76 RH    100.00 RH   
03/10/2024	14:24:24    130.00 °C	 37.77 °C	-1.25 °C	 130.00 °C     100.00 RH      58.44 RH    40.76 RH    100.00 RH   
03/10/2024	14:24:29    130.00 °C	 37.77 °C	-1.25 °C	 130.00 °C     100.00 RH      58.44 RH    40.76 RH    100.00 RH   
03/10/2024	14:24:34    130.00 °C	 37.78 °C	-1.25 °C	 130.00 °C     100.00 RH      58.45 RH    40.76 RH    100.00 RH   
03/10/2024	14:24:39    -1.25 °C	 37.78 °C	-1.25 °C	 130.00 °C     100.00 RH      58.45 RH    40.76 RH    100.00 RH   
03/10/2024	14:24:44    130.00 °C	 37.78 °C	-1.25 °C	 130.00 °C     100.00 RH      58.45 RH    40.76 RH    100.00 RH   
03/10/2024	14:24:49    130.00 °C	 37.79 °C	-1.25 °C	 130.00 °C     100.00 RH      58.45 RH    40.76 RH    100.00 RH   
03/10/2024	14:24:54    130.00 °C	 37.79 °C	-1.25 °C	 130.00 °C     100.00 RH      58.46 RH    40.76 RH    100.00 RH   
03/10/2024	14:24:59    130.00 °C	 37.80 °C	-1.25 °C	 130.00 °C     100.00 RH      58.46 RH    40.76 RH    100.00 RH   
03/10/2024	14:25:04    130.00 °C	 37.80 °C	-1.25 °C	 130.00 °C     100.00 RH      58.46 RH    40.76 RH    100.00 RH   
03/10/2024	14:25:09    130.00 °C	 37.81 °C	-1.25 °C	 130.00 °C     100.00 RH      58.46 RH    40.76 RH    100.00 RH   
03/10/2024	14:25:14    130.00 °C	 37.82 °C	-1.25 °C	 130.00 °C     100.00 RH      58.47 RH    40.76 RH    100.00 RH   
03/10/2024	14:25:19    130.00 °C	 37.82 °C	-1.25 °C	 130.00 °C     100.00 RH      58.47 RH    40.76 RH    100.00 RH   
03/10/2024	14:25:24    -1.25 °C	 37.82 °C	-1.25 °C	 130.00 °C     100.00 RH      58.47 RH    40.76 RH    100.00 RH   
03/10/2024	14:25:29    130.00 °C	 37.82 °C	-1.25 °C	 130.00 °C     100.00 RH      58.47 RH    40.76 RH    100.00 RH   
03/10/2024	14:25:34    130.00 °C	 37.83 °C	-1.25 °C	 130.00 °C     100.00 RH      58.48 RH    40.76 RH    100.00 RH   
03/10/2024	14:25:39    130.00 °C	 37.83 °C	-1.25 °C	 130.00 °C     100.00 RH      58.48 RH    40.76 RH    100.00 RH   
03/10/2024	14:25:44    130.00 °C	 37.84 °C	-1.25 °C	 130.00 °C     100.00 RH      58.48 RH    40.76 RH    100.00 RH   
03/10/2024	14:25:49    130.00 °C	 37.85 °C	-1.25 °C	 130.00 °C     100.00 RH      58.48 RH    40.76 RH    100.00 RH   
03/10/2024	14:25:54    130.00 °C	 37.85 °C	-1.25 °C	 130.00 °C     100.00 RH      58.49 RH    40.76 RH    100.00 RH   
03/10/2024	14:25:59    -1.25 °C	 37.85 °C	-1.25 °C	 130.00 °C     100.00 RH      58.49 RH    40.76 RH    100.00 RH   
03/10/2024	14:26:04    130.00 °C	 37.85 °C	-1.25 °C	 130.00 °C     100.00 RH      58.49 RH    40.76 RH    100.00 RH   
03/10/2024	14:26:09    130.00 °C	 37.86 °C	-1.25 °C	 130.00 °C     100.00 RH      58.49 RH    40.76 RH    100.00 RH   
03/10/2024	14:26:14    130.00 °C	 37.87 °C	-1.25 °C	 130.00 °C     100.00 RH      58.50 RH    40.76 RH    100.00 RH   
03/10/2024	14:26:19    130.00 °C	 37.87 °C	-1.25 °C	 130.00 °C     100.00 RH      58.50 RH    40.76 RH    100.00 RH   
03/10/2024	14:26:24    42.50 °C	 37.87 °C	-1.25 °C	 130.00 °C     100.00 RH      58.50 RH    40.76 RH    100.00 RH   
03/10/2024	14:26:29    130.00 °C	 37.88 °C	-1.25 °C	 130.00 °C     100.00 RH      58.50 RH    40.76 RH    100.00 RH   
03/10/2024	14:26:34    130.00 °C	 37.88 °C	-1.25 °C	 130.00 °C     100.00 RH      58.51 RH    40.76 RH    100.00 RH   
03/10/2024	14:26:39    130.00 °C	 37.89 °C	-1.25 °C	 130.00 °C     100.00 RH      58.51 RH    40.76 RH    100.00 RH   
03/10/2024	14:26:46    130.00 °C	 37.89 °C	-1.25 °C	 130.00 °C     100.00 RH      58.51 RH    40.76 RH    100.00 RH   
03/10/2024	14:26:51    130.00 °C	 37.90 °C	-1.25 °C	 130.00 °C     100.00 RH      58.51 RH    40.76 RH    100.00 RH   
03/10/2024	14:26:56    130.00 °C	 37.90 °C	-1.25 °C	 130.00 °C     100.00 RH      58.52 RH    40.76 RH    100.00 RH   
03/10/2024	14:27:01    130.00 °C	 37.91 °C	-1.25 °C	 130.00 °C     100.00 RH      58.52 RH    40.76 RH    100.00 RH   
03/10/2024	14:27:06    130.00 °C	 37.91 °C	-1.25 °C	 130.00 °C     100.00 RH      58.52 RH    40.76 RH    100.00 RH   
03/10/2024	14:27:11    130.00 °C	 37.92 °C	-1.25 °C	 130.00 °C     100.00 RH      58.52 RH    40.76 RH    100.00 RH   
03/10/2024	14:27:16    130.00 °C	 37.93 °C	-1.25 °C	 130.00 °C     100.00 RH      58.53 RH    40.76 RH    100.00 RH   
03/10/2024	14:27:21    42.50 °C	 37.93 °C	-1.25 °C	 130.00 °C     100.00 RH      58.53 RH    40.76 RH    100.00 RH   
03/10/2024	14:27:26    130.00 °C	 37.93 °C	-1.25 °C	 130.00 °C     100.00 RH      58.53 RH    40.76 RH    100.00 RH   
